"No.","Time","Source","Destination","Protocol","Length","Info"
"39","0.084733","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=58303 Win=38842 Len=0"
"40","0.084734","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=61023 Win=38162 Len=0"
"41","0.084977","10.15.12.16","10.7.196.56","TLSv1","2683","Application Data"
"42","0.085019","10.7.196.56","10.15.12.16","TCP","60","[TCP Window Update] 59759  >  3389 [ACK] Seq=1 Ack=61023 Win=39440 Len=0"
"43","0.085019","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=63743 Win=39100 Len=0"
"44","0.085020","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=65172 Win=38742 Len=0"
"45","0.085021","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=67892 Win=38420 Len=0"
"46","0.086119","10.15.12.16","10.7.196.56","TLSv1","8203","Application Data"
"47","0.088683","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=70612 Win=38080 Len=0"
"48","0.088684","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=73332 Win=37740 Len=0"
"49","0.089065","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=76052 Win=37060 Len=0"
"50","0.089066","10.7.196.56","10.15.12.16","TCP","60","[TCP Window Update] 59759  >  3389 [ACK] Seq=1 Ack=76052 Win=37400 Len=0"
"51","0.089067","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=78772 Win=37060 Len=0"
"52","0.089068","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=81225 Win=37060 Len=0"
"53","0.089796","10.15.12.16","10.7.196.56","TLSv1","12203","Application Data"
"54","0.092474","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=83945 Win=36380 Len=0"
"55","0.092823","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=86665 Win=36040 Len=0"
"56","0.092824","10.7.196.56","10.15.12.16","TCP","66","59759  >  3389 [ACK] Seq=1 Ack=88025 Win=35700 Len=0 SLE=89385 SRE=89710"
"57","0.092825","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=89710 Win=35700 Len=0"
"58","0.095137","10.15.12.16","10.7.196.56","TLSv1","12971","Application Data"
"59","0.096413","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=92430 Win=35020 Len=0"
"60","0.096772","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=95150 Win=34680 Len=0"
"61","0.096773","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=97870 Win=34340 Len=0"
"62","0.100994","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=100590 Win=34000 Len=0"
"63","0.100995","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=102931 Win=34000 Len=0"
"64","0.100996","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=105560 Win=33342 Len=0"
"65","0.100996","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=108280 Win=33320 Len=0"
"66","0.100997","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=111000 Win=32980 Len=0"
"67","0.100998","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=113709 Win=32302 Len=0"
"68","0.101583","10.15.12.16","10.7.196.56","TLSv1","11499","Application Data"
"69","0.104480","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=116429 Win=32300 Len=0"
"70","0.104828","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=119149 Win=32300 Len=0"
"71","0.104829","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=121869 Win=32640 Len=0"
"72","0.108719","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=124589 Win=32640 Len=0"
"73","0.108721","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=127218 Win=31982 Len=0"
"74","0.108721","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=129938 Win=32300 Len=0"
"75","0.111150","10.15.12.16","10.7.196.56","TLSv1","13419","Application Data"
"76","0.111447","10.15.12.16","10.7.196.56","TLSv1","6395","Application Data"
"77","0.112736","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=132658 Win=32980 Len=0"
"78","0.113067","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=135378 Win=32980 Len=0"
"79","0.113068","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=138098 Win=32640 Len=0"
"80","0.116776","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=140135 Win=32130 Len=0"
"81","0.116777","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=142855 Win=32300 Len=0"
"82","0.116778","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=145575 Win=32300 Len=0"
"83","0.116779","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=148295 Win=34340 Len=0"
"84","0.118336","10.15.12.16","10.7.196.56","TLSv1","6891","Application Data"
"85","0.120331","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=150220 Win=34340 Len=0"
"86","0.124591","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=152940 Win=34000 Len=0"
"87","0.128633","10.15.12.16","10.7.196.56","TLSv1","9355","Application Data"
"88","0.128906","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=155660 Win=34000 Len=0"
"89","0.128908","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=158380 Win=34680 Len=0"
"90","0.128909","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=161100 Win=34340 Len=0"
"91","0.128909","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=163585 Win=34340 Len=0"
"92","0.128910","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=166305 Win=34340 Len=0"
"93","0.128911","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=169025 Win=34000 Len=0"
"94","0.132397","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=171286 Win=33434 Len=0"
"95","0.132751","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=174006 Win=32754 Len=0"
"96","0.132752","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=176726 Win=32980 Len=0"
"97","0.140991","10.15.12.16","10.7.196.56","TLSv1","15579","Application Data"
"98","0.141158","10.15.12.16","10.7.196.56","TLSv1","2347","Application Data"
"99","0.142386","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=178123 Win=32630 Len=0"
"100","0.142717","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=180843 Win=31950 Len=0"
"101","0.146663","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=183563 Win=31960 Len=0"
"102","0.146664","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=186064 Win=31334 Len=0"
"103","0.154591","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=188784 Win=31280 Len=0"
"104","0.155442","10.15.12.16","10.7.196.56","TLSv1","14091","Application Data"
"105","0.155785","10.15.12.16","10.7.196.56","TLSv1","6475","Application Data"
"106","0.158672","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=191504 Win=31280 Len=0"
"107","0.159036","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=194224 Win=33320 Len=0"
"108","0.159036","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=196944 Win=33660 Len=0"
"109","0.159037","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=199664 Win=33660 Len=0"
"110","0.159038","10.7.196.56","10.15.12.16","TCP","66","[TCP Dup ACK 109#1] 59759  >  3389 [ACK] Seq=1 Ack=199664 Win=33660 Len=0 SLE=201024 SRE=201589"
"111","0.159039","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=201589 Win=33178 Len=0"
"112","0.159040","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=203882 Win=33320 Len=0"
"113","0.168145","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"114","0.168146","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"115","0.168147","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"116","0.168148","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"117","0.168148","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"118","0.168149","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"119","0.170757","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=206602 Win=32980 Len=0"
"120","0.170757","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=209322 Win=32980 Len=0"
"121","0.170758","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=212042 Win=32980 Len=0"
"122","0.171018","10.15.12.16","10.7.196.56","TLSv1","3067","Application Data"
"123","0.174857","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=214762 Win=32640 Len=0"
"124","0.174858","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=217482 Win=32640 Len=0"
"125","0.174859","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=219279 Win=32190 Len=0"
"126","0.174860","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=221999 Win=32300 Len=0"
"127","0.174861","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=224340 Win=32300 Len=0"
"128","0.184603","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=227060 Win=31960 Len=0"
"129","0.220037","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"130","0.243733","Santera_0a:1d:8e","Broadcast","ARP","60","Who has 10.13.24.1? Tell 10.13.24.154"
"131","0.278280","10.15.12.16","10.7.196.56","TLSv1","4507","Application Data"
"132","0.292582","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=228713 Win=31960 Len=0"
"133","0.292583","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=231433 Win=31960 Len=0"
"134","0.360518","10.13.24.136","10.13.88.131","MEGACO","110","79503 Request |=NULL AuditValue=TDMs25c1f1/1/6/1/7"
"135","0.362451","10.13.88.131","10.13.24.136","MEGACO","135","79503 Reply   |=NULL AuditValue=TDMs25c1f1/1/6/1/7 (Mode:IN)"
"136","0.375423","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"137","0.375424","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"138","0.375425","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"139","0.375426","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"140","0.375427","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"141","0.375428","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"142","0.420081","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"143","0.488654","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=231806 Win=31866 Len=0"
"144","0.500092","ArtesynE_30:a4:9a","Broadcast","ARP","60","Who has 10.13.24.36? Tell 10.13.24.38"
"145","0.568145","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"146","0.568146","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"147","0.568147","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"148","0.568148","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"149","0.568149","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"150","0.568149","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"151","0.571364","10.15.12.16","10.7.196.56","TLSv1","11979","Application Data"
"152","0.572739","10.15.12.16","10.7.196.56","TLSv1","8379","Application Data"
"153","0.586469","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=234526 Win=31960 Len=0"
"154","0.586826","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=237246 Win=31960 Len=0"
"155","0.586827","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=239966 Win=34000 Len=0"
"156","0.586827","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=242686 Win=34000 Len=0"
"157","0.590809","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=245091 Win=33398 Len=0"
"158","0.590809","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=247811 Win=33660 Len=0"
"159","0.590810","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=250531 Win=33660 Len=0"
"160","0.590811","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=252056 Win=33278 Len=0"
"161","0.599900","10.15.12.16","10.7.196.56","TLSv1","12395","Application Data"
"162","0.614429","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=254776 Win=33320 Len=0"
"163","0.614806","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=257496 Win=33320 Len=0"
"164","0.614807","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=260216 Win=35360 Len=0"
"165","0.618775","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=262936 Win=35020 Len=0"
"166","0.618777","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=264397 Win=35020 Len=0"
"167","0.619243","10.15.12.16","10.7.196.56","TLSv1","6971","Application Data"
"168","0.619908","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"169","0.634553","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=267117 Win=35020 Len=0"
"170","0.636738","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=269837 Win=35020 Len=0"
"171","0.636739","10.7.196.56","10.15.12.16","TCP","66","[TCP Dup ACK 170#1] 59759  >  3389 [ACK] Seq=1 Ack=269837 Win=35020 Len=0 SLE=271197 SRE=271314"
"172","0.636740","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=271314 Win=35700 Len=0"
"173","0.648919","10.15.12.16","10.7.196.56","TLSv1","3339","Application Data"
"174","0.650627","10.15.12.16","10.7.196.56","TLSv1","14507","Application Data"
"175","0.650799","10.15.12.16","10.7.196.56","TLSv1","3179","Application Data"
"176","0.662293","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=274034 Win=35700 Len=0"
"177","0.666908","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=275959 Win=35218 Len=0"
"178","0.666909","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=278679 Win=35360 Len=0"
"179","0.666910","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=281399 Win=35360 Len=0"
"180","0.666911","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=284119 Win=35020 Len=0"
"181","0.666912","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=286839 Win=34340 Len=0"
"182","0.666913","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=289052 Win=33786 Len=0"
"183","0.670677","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=291772 Win=33106 Len=0"
"184","0.670678","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=292177 Win=34000 Len=0"
"185","0.745539","Santera_0a:1d:4d","Broadcast","ARP","60","Who has 10.13.24.1? Tell 10.13.24.162"
"186","0.746008","10.15.12.16","10.7.196.56","TLSv1","5595","Application Data"
"187","0.760595","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=294897 Win=34000 Len=0"
"188","0.760596","10.7.196.56","10.15.12.16","TCP","66","59759  >  3389 [ACK] Seq=1 Ack=296257 Win=34000 Len=0 SLE=297617 SRE=297718"
"189","0.760597","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=297718 Win=34000 Len=0"
"190","0.768271","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"191","0.768273","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"192","0.768273","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"193","0.768275","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"194","0.768275","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"195","0.768276","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"196","0.820089","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"197","0.968279","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"198","0.968280","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"199","0.968281","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"200","0.968282","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"201","0.968283","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"202","0.968284","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"203","1.020038","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"204","1.022455","10.13.24.138","10.13.24.139","UDP","60","1400  >  1400 Len=10"
"205","1.081989","10.15.12.16","10.7.196.56","TLSv1","11915","Application Data"
"206","1.096435","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=300438 Win=34000 Len=0"
"207","1.096791","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=303158 Win=34000 Len=0"
"208","1.096792","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=305878 Win=35700 Len=0"
"209","1.100647","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=308598 Win=35700 Len=0"
"210","1.168214","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"211","1.168215","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"212","1.168216","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"213","1.168217","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"214","1.168218","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"215","1.168219","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"216","1.183367","10.15.12.16","10.7.196.56","TLSv1","10747","Application Data"
"217","1.196337","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=310939 Win=36040 Len=0"
"218","1.200773","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=313659 Win=36040 Len=0"
"219","1.200774","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=316379 Win=36040 Len=0"
"220","1.200775","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=319099 Win=37740 Len=0"
"221","1.220082","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"222","1.301587","ArtesynE_30:92:40","Broadcast","ARP","60","Who has 10.13.24.108? Tell 10.13.24.110"
"223","1.360550","10.13.24.136","10.13.88.131","MEGACO","110","79504 Request |=NULL AuditValue=TDMs25c1f1/1/6/1/8"
"224","1.362426","10.13.88.131","10.13.24.136","MEGACO","135","79504 Reply   |=NULL AuditValue=TDMs25c1f1/1/6/1/8 (Mode:IN)"
"225","1.375390","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"226","1.375391","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"227","1.375392","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"228","1.375393","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"229","1.375393","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"230","1.375394","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"231","1.390733","10.7.196.56","10.15.12.16","TCP","60","59759  >  3389 [ACK] Seq=1 Ack=320272 Win=37446 Len=0"
"232","1.420083","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"233","1.568171","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"234","1.568173","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"235","1.568174","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"236","1.568174","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"237","1.568175","10.15.12.2","224.0.0.18","VRRP","60","Announcement (v2)"
"238","1.568176","10.13.24.2","224.0.0.18","VRRP","60","Announcement (v2)"
"239","1.612399","10.13.24.138","10.13.24.139","UDP","60","1403  >  1403 Len=4"
"240","1.620088","10.13.24.139","10.13.24.138","UDP","60","1403  >  1403 Len=4"
"241","1.768284","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
"242","1.768286","10.13.27.2","224.0.0.18","VRRP","60","Announcement (v2)"
